molecule_chembl_id,activity_value_nm,activity_type,relation,smiles,heavy_atoms
CHEMBL1276022,60.0,IC50,=,CCOC(=O)C(=NNc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)OCC)c2-c2ccccc2)c1)C(=O)OCC,47
CHEMBL2392423,60.93,IC50,=,NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccccc2)cc1,22
CHEMBL169623,61.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1Cc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],34
CHEMBL68605,61.0,Ki,=,Nc1c(Cl)cc(S(N)(=O)=O)cc1I,13
CHEMBL35043,61.0,Ki,=,NS(=O)(=O)c1ccc(CCOC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc1,39
CHEMBL2408073,61.0,IC50,=,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4nccc(C)n4)cc3)c(Cl)c2c1,32
CHEMBL2336901,61.8,IC50,=,COc1cccc(-c2nnc(Nc3cccc(S(N)(=O)=O)c3)c3ccccc23)c1,29
CHEMBL344056,62.0,Ki,=,NS(=O)(=O)c1ccc(CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,39
CHEMBL4303669,62.0,IC50,=,O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,17
CHEMBL344030,62.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,39
CHEMBL418,62.0,Ki,=,Nc1cc(C(F)(F)F)c(S(N)(=O)=O)cc1S(N)(=O)=O,19
CHEMBL445615,62.0,Ki,=,NS(=O)(=O)c1cc(C(=O)N[C@H](C(=O)O)C(O)c2ccccc2)ccc1Cl,26
CHEMBL4070358,63.0,IC50,=,COc1cc(OC)c(OC)cc1/C=C/C(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1NC(=S)Nc1ccc(S(N)(=O)=O)cc1,41
CHEMBL2408085,63.0,IC50,=,Cc1ccnc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4cc(C(C)(C)C)cc(C(C)(C)C)c4oc3=O)cc2)n1,39
CHEMBL23058,63.0,Ki,=,CCCCCC(=O)Nc1ccc(S(N)(=O)=O)cc1,18
CHEMBL24231,63.0,IC50,=,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,14
CHEMBL284694,64.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2ccc(S(N)(=O)=O)cc2)CC(=O)O)CC(=O)O)cc1,47
CHEMBL105573,64.0,IC50,=,NS(=O)(=O)c1ccc(CCCO)cc1,14
CHEMBL4063719,65.0,IC50,=,COc1ccc(/C=C/C(=O)N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2NC(=S)Nc2ccc(S(N)(=O)=O)cc2)cc1,37
CHEMBL4085932,65.0,IC50,=,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CNC(=O)c1ccc(S(N)(=O)=O)cc1,36
CHEMBL281794,66.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,38
CHEMBL300436,66.0,Ki,=,CSCC[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,21
CHEMBL443483,67.0,Ki,=,NS(=O)(=O)c1cccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,39
CHEMBL1096820,67.6,IC50,=,NS(=O)(=O)c1ccc(Sc2ccccc2)c(C(=O)NCc2ccccn2)c1,27
CHEMBL170725,68.0,Ki,=,CC1(C)OC[C@@H]2O[C@@]3(C(=O)NS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,23
CHEMBL141526,69.0,Ki,=,NS(=O)(=O)c1cccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,38
CHEMBL140933,69.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Br)c1,39
CHEMBL268177,70.0,Ki,=,Nc1ccc(S(N)(=O)=O)cc1I,12
CHEMBL341548,70.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(I)c1,39
CHEMBL3291012,70.0,IC50,=,COc1ccc(-c2ccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)cc2)cc1,27
CHEMBL419188,70.0,Ki,=,CCCC(CCC)C(=O)Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,25
CHEMBL319364,70.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)OCCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],39
CHEMBL3402248,70.1,IC50,=,Cc1ccc(S(=O)(=O)NC(=O)C2[C@H](C(=O)OCc3ccccc3)[C@@]3(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C3(Cl)Cl)cc1,36
CHEMBL3785269,70.44,IC50,=,COc1cccc2c1CCC(NS(=O)(=O)N(C)C)C2,19
CHEMBL101002,71.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)OCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],38
CHEMBL354527,71.0,Ki,=,CC1(C)OC[C@@H]2O[C@@]3(COC(=O)NS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1,25
CHEMBL3291013,71.0,IC50,=,O=[N+]([O-])c1ccc(-c2ccc(S(=O)(=O)NC(P(=O)(O)O)P(=O)(O)O)cc2)cc1,28
CHEMBL51200,72.0,Ki,=,NC(=O)C[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,21
CHEMBL344887,72.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1Cl,44
CHEMBL418085,73.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)NCCCC(=O)O)cc1,19
CHEMBL50921,73.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)N[C@@H](CC(=O)O)C(=O)O)cc1,21
CHEMBL306195,73.0,Ki,=,Nc1c(Br)cc(S(N)(=O)=O)cc1Br,13
CHEMBL50897,74.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,22
CHEMBL51586,74.0,Ki,=,CC(C)[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,20
CHEMBL308459,74.0,Ki,=,CC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,15
CHEMBL3786937,74.69,IC50,=,CN(C)C(=O)N[C@H]1CCc2c(O)cccc2C1,17
CHEMBL266240,75.0,Ki,=,Nc1cc(Cl)c(S(N)(=O)=O)cc1S(N)(=O)=O,16
CHEMBL299160,75.0,Ki,=,NC(=O)CC[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,22
CHEMBL23377,75.0,Ki,=,CC(=O)Nc1ccc(S(=O)(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1,26
CHEMBL32836,75.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc1,37
CHEMBL22374,75.0,Ki,=,NS(=O)(=O)c1ccc(CCNC(=O)Nc2ccccc2)cc1,22
CHEMBL309592,76.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)cc(F)c2F)c(Cl)c1,24
CHEMBL99638,78.0,Ki,=,Cc1cc(C)[n+](CC(=O)OCCc2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],30
CHEMBL430667,79.0,Ki,=,Cc1cc(C)[n+](CC(=O)OCc2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],29
CHEMBL50446,79.0,Ki,=,C[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,18
CHEMBL1098657,79.3,IC50,=,NS(=O)(=O)c1cnc(Sc2ccc(F)c(F)c2)c(CO)c1,21
CHEMBL354626,80.0,Ki,=,Cc1cc(C(C)C)[n+](Cc2ccc(S(N)(=O)=O)cc2)c(C(C)C)c1.[O-][Cl+3]([O-])([O-])[O-],29
CHEMBL3138138,80.0,Ki,=,C[C@H](CCC(=O)NCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,39
CHEMBL176495,80.0,IC50,=,NNc1ccccc1S(N)(=O)=O,12
CHEMBL34974,80.0,Ki,=,NS(=O)(=O)c1ccc(COC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O)cc1,38
CHEMBL1276024,80.0,IC50,=,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc3c2cc(C)n3CC(C)=O)c1-c1ccccc1,42
CHEMBL7204,80.0,IC50,=,NNc1ccc(S(N)(=O)=O)cc1,12
CHEMBL1276015,80.0,IC50,=,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(/N=N/c3c(O)ccc4ccccc34)c2)c1-c1ccccc1,47
CHEMBL3138155,81.0,Ki,=,C[C@H](CCC(=O)OCCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,39
CHEMBL3138165,82.0,Ki,=,C[C@H](CCC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,40
CHEMBL3415382,82.0,IC50,=,CCN[C@H]1C[C@H](CCCO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,22
CHEMBL111245,84.0,Ki,=,CCCC(CCC)C(=O)NCCc1ccc(S(N)(=O)=O)cc1,22
CHEMBL75620,84.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)cc(F)c2F)c(Br)c1,24
CHEMBL1098208,84.1,IC50,=,NS(=O)(=O)c1ccc(Sc2ccccn2)c(C(=O)NCc2ccccn2)c1,27
CHEMBL2408076,85.0,IC50,=,N=C(N)NS(=O)(=O)c1ccc(/N=C/c2c(Cl)c3ccccc3oc2=O)cc1,27
CHEMBL51455,85.0,Ki,=,NS(=O)(=O)c1cc(C(=O)NCC(=O)NCC(=O)O)ccc1Cl,22
CHEMBL51534,85.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)NCCC(=O)O)cc1,18
CHEMBL51385,85.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)NCC(=O)O)cc1,17
CHEMBL453931,85.0,IC50,=,CC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(C)=O,46
CHEMBL592131,86.0,IC50,=,N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)c(Cl)c1,26
CHEMBL7002,86.0,IC50,=,CC1(COc2ccc(CC3SC(=O)NC3=O)cc2)CCCCC1,23
CHEMBL2408086,88.0,IC50,=,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(N)(=O)=O)cc3)c(Cl)c2c1,25
CHEMBL352612,90.0,Ki,=,CCCc1cc(-c2ccccc2)cc(CCC)[n+]1Cc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],34
CHEMBL140252,90.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NS(=O)(=O)C(F)(F)F)cc1Cl,23
CHEMBL499578,94.0,IC50,=,CCOC(=O)C(/N=N/c1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1)C(=O)OCC,50
CHEMBL433685,96.0,Ki,=,NS(=O)(=O)c1ccccc1NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,39
CHEMBL432626,96.0,Ki,=,CCCC(CCC)C(=O)NCc1ccc(S(N)(=O)=O)cc1,21
CHEMBL3138384,97.0,Ki,=,C[C@H](CCC(=O)OCc1ccc(S(N)(=O)=O)cc1)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,40
CHEMBL342146,98.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1,28
CHEMBL265112,98.0,Ki,=,NS(=O)(=O)c1cc(S(N)(=O)=O)c(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(Cl)c1Cl,45
CHEMBL158363,100.0,IC50,=,NS(=O)(=O)c1cc2c(s1)[S+]([O-])CCC2O,15
CHEMBL4067116,100.0,IC50,=,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(S(N)(=O)=O)cc1,43
CHEMBL140942,100.0,Ki,=,NS(=O)(=O)c1nnc(NS(=O)(=O)C(F)(F)F)s1,17
CHEMBL2170079,100.0,IC50,=,O=C(NCCCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O,28
CHEMBL82867,100.0,IC50,=,NS(=O)(=O)c1cc2ccc(OP(=O)([O-])[O-])cc2s1.[Na+].[Na+],20
CHEMBL443431,100.0,IC50,=,CC(=O)Cn1c(C)cc2c(-n3nc(C(=O)Nc4nnc(S(N)(=O)=O)s4)c(C(=O)c4ccccc4)c3-c3ccccc3)cccc21,45
CHEMBL2408088,100.0,IC50,=,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)NC(=N)N)cc3)c(Cl)c2c1,28
CHEMBL67823,100.0,IC50,=,NS(=O)(=O)CS(=O)(=O)CCc1ccccc1,16
CHEMBL2172744,100.0,IC50,=,O=C(NCCCCCCNS(=O)(=O)c1ccc(Oc2ccccc2)cc1)P(=O)(O)O,30
CHEMBL355026,103.0,Ki,=,Cc1cc(-c2ccccc2)cc(-c2ccccc2)[n+]1CCc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],36
CHEMBL2408082,103.0,IC50,=,CC(C)(C)c1cc(C(C)(C)C)c2oc(=O)c(/C=N/c3ccc(S(=O)(=O)NC(=N)N)cc3)c(Cl)c2c1,35
CHEMBL138178,103.0,Ki,=,NS(=O)(=O)c1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,38
CHEMBL279246,105.0,Ki,=,NS(=O)(=O)c1ccc(CNC(=O)Nc2ccccc2)cc1,21
CHEMBL1098207,106.0,IC50,=,NS(=O)(=O)c1ccc(Sc2ccccc2CO)c(C(=O)NCc2ccccn2)c1,29
CHEMBL138009,107.0,Ki,=,NS(=O)(=O)c1ccc(NNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,39
CHEMBL430600,107.0,Ki,=,Nc1c(Br)cc(S(N)(=O)=O)cc1I,13
CHEMBL7092,110.0,Ki,=,Nc1ccc(S(N)(=O)=O)cc1Cl,12
CHEMBL164438,110.0,IC50,=,COc1ccc2cc(S(N)(=O)=O)n(C)c2c1,16
CHEMBL6784,110.0,Ki,=,NS(=O)(=O)c1ccc(CCO)cc1,13
CHEMBL4075710,110.0,IC50,=,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)c1ccc(S(N)(=O)=O)cc1,39
CHEMBL343268,110.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(Cl)c1,26
CHEMBL1276021,110.0,IC50,=,CCOC(=O)/C(=N/Nc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)OCC)c2-c2ccccc2)c1)C(C)=O,45
CHEMBL140116,110.0,Ki,=,NS(=O)(=O)c1ccc(NNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,40
CHEMBL103302,110.0,Ki,=,Cc1cc(-c2ccccc2)cc(C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],33
CHEMBL50481,110.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)N[C@@H](CS)C(=O)O)cc1,19
CHEMBL3402245,110.2,IC50,=,Cc1ccc(S(=O)(=O)NC(=O)C2[C@H]3C=C[C@H](C3)[C@H]2C(=O)OCc2ccccc2)cc1,30
CHEMBL3402246,110.7,IC50,=,Cc1ccc(S(=O)(=O)NC(=O)C2CC=CCC2C(=O)OCc2ccccc2)cc1,29
CHEMBL3402250,110.9,IC50,=,Cc1ccc(S(=O)(=O)NC(=O)[C@H]2[C@@H]3C[C@@H]([C@@H](O)[C@H]3O)[C@H]2C(=O)O)cc1,25
CHEMBL2408080,112.0,IC50,=,CC(C)(C)c1cc(C(C)(C)C)c2oc(=O)c(/C=N/c3ccc(S(N)(=O)=O)cc3)c(Cl)c2c1,32
CHEMBL595,114.0,IC50,=,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,25
CHEMBL298132,115.0,Ki,=,C[C@@H](O)[C@H](NC(=O)c1ccc(S(N)(=O)=O)cc1)C(=O)O,20
CHEMBL107722,115.0,Ki,=,CCCC(CCC)C(=O)OCc1ccc(S(N)(=O)=O)cc1,21
CHEMBL24121,120.0,Ki,=,NS(=O)(=O)c1ccc(/N=C\c2ncc[nH]2)cc1,17
CHEMBL53135,120.0,Ki,=,NS(=O)(=O)c1ccc(C(=O)N[C@@H](CO)C(=O)O)cc1,19
CHEMBL4077445,120.0,IC50,=,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1C(=O)c1cccc(-c2ccc(S(N)(=O)=O)cc2)c1,45
CHEMBL171792,120.0,Ki,=,CCCc1cc(-c2ccccc2)cc(CCC)[n+]1-c1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],33
CHEMBL350430,120.0,Ki,=,NS(=O)(=O)c1ccc(CCNCc2cc(=O)oc3cc(Cl)ccc23)cc1,26
CHEMBL3402253,120.3,IC50,=,Cc1ccc(S(=O)(=O)NC(=O)[C@@H]2[C@H](C(=O)O)[C@]3(Cl)C(Cl)(Cl)[C@]2(Cl)[C@@](O)(Cl)[C@]3(O)Cl)cc1,31
CHEMBL355320,121.0,Ki,=,Cc1cc(-c2ccccc2)cc(-c2ccccc2)[n+]1Cc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],35
CHEMBL2408087,121.0,IC50,=,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4nccs4)cc3)c(Cl)c2c1,30
CHEMBL3402244,121.5,IC50,=,Cc1ccc(S(=O)(=O)NC(=O)C2C(C(=O)OCc3ccccc3)[C@@H]3C=C[C@H]2CC3)cc1,31
CHEMBL2408081,122.0,IC50,=,CC(C)(C)c1cc(C(C)(C)C)c2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4nccs4)cc3)c(Cl)c2c1,37
CHEMBL1076889,122.0,IC50,=,[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],24
CHEMBL168526,123.0,Ki,=,NS(=O)(=O)NCc1ccccc1,12
CHEMBL67755,124.0,Ki,=,Nc1c(I)cc(S(N)(=O)=O)cc1I,13
CHEMBL422639,125.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c(F)c1,40
CHEMBL6919,125.0,Ki,=,NS(=O)(=O)c1ccc(CO)cc1,12
CHEMBL140544,125.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c(Cl)c1,25
CHEMBL141408,125.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(Br)c1,26
CHEMBL350327,125.0,Ki,=,NS(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)cc1,24
CHEMBL268809,125.0,Ki,=,NS(=O)(=O)c1cccc2cccnc12,14
CHEMBL103325,125.0,Ki,=,CCc1cc(-c2ccccc2)cc(CC)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],35
CHEMBL3402249,126.5,IC50,=,Cc1ccc(S(=O)(=O)NC(=O)C2C(C(=O)O)[C@H]3CC[C@@H]2[C@H](O)[C@@H]3O)cc1,26
CHEMBL4089618,129.0,IC50,=,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)[C@@H]1CCCN1Cc1ccc(S(N)(=O)=O)cc1,38
CHEMBL319090,130.0,Ki,=,CC(C)c1cc(-c2ccccc2)cc(C(C)C)[n+]1CC(=O)Nc1ccc(S(N)(=O)=O)cc1.[O-][Cl+3]([O-])([O-])[O-],37
CHEMBL513820,130.0,IC50,=,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(I)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,38
CHEMBL180475,130.0,IC50,=,NS(=O)(=O)OCC1CCc2ccccc2O1,16
CHEMBL120917,130.0,IC50,=,CC1(C)O[C@H]2[C@@H]3OS(=O)(=O)O[C@@H]3CC[C@@]2(COS(N)(=O)=O)O1,22
CHEMBL3402247,130.6,IC50,=,CC1=CCC(C(=O)OCc2ccccc2)C(C(=O)NS(=O)(=O)c2ccc(C)cc2)C1,30
CHEMBL165939,131.0,Ki,=,NS(=O)(=O)N1CCCCCC1,11
CHEMBL6648,133.0,Ki,=,NS(=O)(=O)c1cccc2ccccc12,14
CHEMBL417648,133.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)C(F)(F)F)cc1,17
CHEMBL4447079,140.0,IC50,=,O=S(=O)(Oc1ccc(-c2ccc3occc3c2)cc1)c1ccc(F)cc1,26
CHEMBL2408089,141.0,IC50,=,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4nc(C)cc(C)n4)cc3)c(Cl)c2c1,33
CHEMBL4447505,142.48,IC50,=,NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2ccc([N+](=O)[O-])cc2)c1,25
CHEMBL3402252,144.1,IC50,=,Cc1ccc(S(=O)(=O)NC(=O)C2CC(C)(O)C(O)CC2C(=O)O)cc1,25
CHEMBL161802,145.0,Ki,=,NS(=O)(=O)c1ccc(CNCc2cc(=O)oc3cc(Cl)ccc23)cc1,25
CHEMBL316576,145.0,Ki,=,Cc1cc(C)[n+](CC(=O)Nc2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],28
CHEMBL2336902,146.5,IC50,=,Nc1ccc(Nc2nnc(-c3cccc(S(N)(=O)=O)c3)c3ccccc23)cc1,28
CHEMBL170015,148.0,Ki,=,CCCCNS(N)(=O)=O,9
CHEMBL169370,148.0,Ki,=,NS(=O)(=O)N1CCCCC1,10
CHEMBL170085,150.0,Ki,=,Cc1cc(C)[n+](-c2ccc(S(N)(=O)=O)cc2)c(C)c1.[O-][Cl+3]([O-])([O-])[O-],24
CHEMBL141309,150.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c(I)c1,26
CHEMBL343332,150.0,Ki,=,NS(=O)(=O)c1ccc(CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,29
CHEMBL140221,150.0,Ki,=,NS(=O)(=O)c1ccc(CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,28
CHEMBL2392427,153.18,IC50,=,NS(=O)(=O)c1ccc(CCNCc2cccc3ccccc23)cc1,24
CHEMBL3402251,154.4,IC50,=,Cc1ccc(S(=O)(=O)NC(=O)C2CC(O)C(O)CC2C(=O)O)cc1,24
CHEMBL287145,155.0,Ki,=,NS(=O)(=O)c1cccc(NC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)Nc2cccc(S(N)(=O)=O)c2)CC(=O)O)CC(=O)O)c1,47
CHEMBL3415381,156.0,IC50,=,CCN[C@H]1C[C@H](CO[N+](=O)[O-])S(=O)(=O)c2sc(S(N)(=O)=O)cc21,23
CHEMBL139563,156.0,Ki,=,NS(=O)(=O)c1ccc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)c(Br)c1,25
CHEMBL7087,160.0,Ki,=,NCCc1ccc(S(N)(=O)=O)cc1,13
CHEMBL43047,160.0,IC50,=,CCCCCCC(N)c1csc(S(N)(=O)=O)c1,17
CHEMBL140379,160.0,Ki,=,NS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,27
CHEMBL2113715,160.0,Ki,=,NS(=O)(=O)c1cc(C(=O)N[C@H](C(=O)O)c2ccccc2)ccc1Cl,24
CHEMBL3415384,165.0,IC50,=,CCN[C@H]1CN(CCCO)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,22
CHEMBL4584443,166.58,IC50,=,NS(=O)(=O)c1cccc(NC(=S)NC(=O)c2ccccc2)c1,22
CHEMBL419,170.0,Ki,=,NCc1ccc(S(N)(=O)=O)cc1,12
CHEMBL342668,170.0,Ki,=,NS(=O)(=O)c1cccc(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,27
CHEMBL2408083,173.0,IC50,=,Cc1cc(C)nc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4cc(C(C)(C)C)cc(C(C)(C)C)c4oc3=O)cc2)n1,40
CHEMBL2408084,173.0,IC50,=,Cc1cc(NS(=O)(=O)c2ccc(/N=C/c3c(Cl)c4cc(C(C)(C)C)cc(C(C)(C)C)c4oc3=O)cc2)no1,38
